Sample_ID;Site;Country;Region;Stream;Vegetation;Mesh;LeafLeafLeaf;MonoMix;LeafLeaf;EA_N_Percent_corr;EA_C_Percent_corr;molar_CN;log_molar_CN;N_Loss;C_Loss;Fungal_Biom_Leaf_mgg_noRR_1;k_corr1;Delta15_N_Air;Delta13_C_VPDB;Delta_logCN_abs;ID;Group
NA;SL2F;Brazil;One;SL2;forested;Coarse;Miconia;Mix;MiconiaMix;1.75;43.34;28.88140827;3.363198076;55.82424401;64.35884357;29.64242497;0.001126693;0.65;-28.19;-0.208803924;NAMiconiaMix;MixforestedCoarse
NA;SL2F;Brazil;One;SL2;forested;Coarse;Inga;Mix;IngaMix;1.47;45.09;35.77094455;3.577135959;-8.150932228;-8.510376867;23.33557594;0.000211157;5.88;-32.23;-0.176048041;NAIngaMix;MixforestedCoarse
NA;SL2F;Brazil;One;SL2;forested;Coarse;Miconia;Mix;MiconiaMix;2;40.09;23.37618136;3.151717614;80.14995552;87.03762794;34.01737194;0.002019719;0.93;-28.72;-0.420284386;NAMiconiaMix;MixforestedCoarse
NA;AC6A;Brazil;Two;AC6;non-forested;Coarse;Inga;Mix;IngaMix;1.48;45.05;35.49773046;3.569468764;-16.67288073;-16.16655358;24.83468179;0.000207872;4.79;-31.95;-0.183715236;NAIngaMix;Mixnon-forestedCoarse
NA;AC6A;Brazil;Two;AC6;non-forested;Coarse;Miconia;Mix;MiconiaMix;2.06;49.69;28.12997096;3.33683559;3.440904283;24.12269375;31.29664086;0.000766009;0.64;-29.8;-0.23516641;NAMiconiaMix;Mixnon-forestedCoarse
NA;AC6A;Brazil;Two;AC6;non-forested;Coarse;Inga;Mix;IngaMix;1.47;44.85;35.58054697;3.571799055;-13.89208398;-13.66238281;21.1614278;0.000231643;5.59;-31.6;-0.181384945;NAIngaMix;Mixnon-forestedCoarse
NA;AC6A;Brazil;Two;AC6;non-forested;Coarse;Miconia;Mix;MiconiaMix;1.65;44.14;31.19721975;3.44032898;10.37812256;21.89490585;37.86662882;0.000564012;-0.21;-30.47;-0.13167302;NAMiconiaMix;Mixnon-forestedCoarse
NA;AC6A;Brazil;Two;AC6;non-forested;Coarse;Inga;Mix;IngaMix;1.47;44.66;35.42981556;3.567553713;-15.39831804;-14.67769811;33.05233168;0.000213635;5.3;-31.95;-0.185630287;NAIngaMix;Mixnon-forestedCoarse
NA;AC6A;Brazil;Two;AC6;non-forested;Coarse;Miconia;Mix;MiconiaMix;2.21;48.24;25.45555281;3.236933904;14.4273224;39.14908892;61.95864221;0.001027905;0.08;-31.25;-0.335068096;NAMiconiaMix;Mixnon-forestedCoarse
NA;AC6A;Brazil;Two;AC6;non-forested;Coarse;Inga;Mix;IngaMix;1.52;44.88;34.43315105;3.539019794;-21.2155415;-17.07001399;26.24616141;0.000192071;4.89;-31.39;-0.214164206;NAIngaMix;Mixnon-forestedCoarse
NA;AC6A;Brazil;Two;AC6;non-forested;Coarse;Miconia;Mix;MiconiaMix;1.55;36.09;27.15330459;3.301498755;27.23360656;44.8045889;41.33723287;0.000763885;0.66;-29.96;-0.270503245;NAMiconiaMix;Mixnon-forestedCoarse
TI2F285;TI2F;Switzerland;South;TI2;forested;Coarse;Alder;Mix;AlderMix;3.06;47.49;18.09873622;2.895842114;17.05201499;42.97068432;118.1306831;0.00507128;-1.77;-29.31;-0.376043886;TI2F285AlderMix;MixforestedCoarse
TI2F285;TI2F;Switzerland;South;TI2;forested;Coarse;Ash;Mix;AshMix;2.75;46.53;19.73185276;2.982234222;43.61514602;64.62826554;133.2784209;0.010585645;-1.72;-30.69;-0.491196778;TI2F285AshMix;MixforestedCoarse
NA;SL3A;Brazil;One;SL3;non-forested;Coarse;Miconia;Mono;MiconiaMono;2.06;39.71;22.48020018;3.11263493;86.56536277;91.56324284;19.41849364;0.002417075;1.49;-30.39;-0.45936707;NAMiconiaMono;Mononon-forestedCoarse
NA;SL3A;Brazil;One;SL3;non-forested;Coarse;Miconia;Mono;MiconiaMono;2.26;34.55;17.82818451;2.880780604;NA;NA;NA;NA;3.57;-28.49;-0.691221396;NAMiconiaMono;Mononon-forestedCoarse
NA;SL3A;Brazil;One;SL3;non-forested;Coarse;Miconia;Mono;MiconiaMono;1.84;35.14;22.27160121;3.103312379;NA;NA;27.29388668;NA;3.88;-29.23;-0.468689621;NAMiconiaMono;Mononon-forestedCoarse
NA;SL3A;Brazil;One;SL3;non-forested;Coarse;Miconia;Mono;MiconiaMono;1.84;35.14;22.27160121;3.103312379;86.38717262;91.53066699;27.29388668;0.002296644;3.88;-29.23;-0.468689621;NAMiconiaMono;Mononon-forestedCoarse
NA;SL3A;Brazil;One;SL3;non-forested;Coarse;Miconia;Mono;MiconiaMono;2.28;40.24;20.58214496;3.02442395;77.45440267;87.03711079;28.09436294;0.002019606;2.05;-29.82;-0.54757805;NAMiconiaMono;Mononon-forestedCoarse
NA;SL3A;Brazil;One;SL3;non-forested;Coarse;Inga;Mono;IngaMono;1.88;47.37;29.38414395;3.380455208;-33.61798165;-10.12566571;22.80720261;0.000243771;5.97;-32.41;-0.372728792;NAIngaMono;Mononon-forestedCoarse
NA;SL3A;Brazil;One;SL3;non-forested;Coarse;Inga;Mono;IngaMono;1.69;47.11;32.50827366;3.481494631;-24.31067389;-13.34775542;32.4420296;0.000210977;5.36;-31.87;-0.271689369;NAIngaMono;Mononon-forestedCoarse
NA;SL3A;Brazil;One;SL3;non-forested;Coarse;Inga;Mono;IngaMono;1.8;47.78;30.95573697;3.432558344;-30.88648171;-13.64400698;30.47695077;0.000221969;5.91;-31.72;-0.320625656;NAIngaMono;Mononon-forestedCoarse
NA;SL3A;Brazil;One;SL3;non-forested;Coarse;Inga;Mono;IngaMono;1.71;44.9;30.62088497;3.421682292;-25.90151431;-8.13325802;26.72785753;0.000210068;6.33;-31.76;-0.331501708;NAIngaMono;Mononon-forestedCoarse
NA;SL3A;Brazil;One;SL3;non-forested;Coarse;Inga;Mix;IngaMix;1.65;43.85;30.99225388;3.433737298;-26.12217498;-9.636511673;22.07465428;0.000174288;5.91;-31.53;-0.319446702;NAIngaMix;Mixnon-forestedCoarse
NA;SL3A;Brazil;One;SL3;non-forested;Coarse;Miconia;Mix;MiconiaMix;2.09;39.78;22.19657671;3.099938075;93.43075754;95.92665943;61.49291552;0.003114065;4.98;-32.91;-0.472063925;NAMiconiaMix;Mixnon-forestedCoarse
NA;SL3A;Brazil;One;SL3;non-forested;Coarse;Inga;Mix;IngaMix;1.53;40.55;30.90771758;3.431005913;-14.14862385;1.042614653;24.11121659;0.000197438;5.77;-31.82;-0.322178087;NAIngaMix;Mixnon-forestedCoarse
NA;SL3A;Brazil;One;SL3;non-forested;Coarse;Miconia;Mix;MiconiaMix;2.32;41.51;20.86566622;3.038105044;12.24965436;48.85178024;33.79225886;0.000738524;1.66;-29.13;-0.533896956;NAMiconiaMix;Mixnon-forestedCoarse
NA;SL3A;Brazil;One;SL3;non-forested;Coarse;Inga;Mix;IngaMix;1.66;43.07;30.25758704;3.409746964;-21.84704587;-3.409369952;24.52092417;0.000212988;5.87;-31.82;-0.343437036;NAIngaMix;Mixnon-forestedCoarse
NA;SL3A;Brazil;One;SL3;non-forested;Coarse;Inga;Mix;IngaMix;1.64;46.13;32.80251283;3.490505123;-6.609890712;1.912151486;20.41163573;0.000328981;5.94;-31.32;-0.262678877;NAIngaMix;Mixnon-forestedCoarse
NA;SL3A;Brazil;One;SL3;non-forested;Coarse;Miconia;Mix;MiconiaMix;2.22;40.61;21.33278334;3.060245013;73.77787212;84.37338601;33.93007028;0.001849887;1.44;-30.96;-0.511756987;NAMiconiaMix;Mixnon-forestedCoarse
NA;SL3F;Brazil;One;SL3;forested;Coarse;Miconia;Mono;MiconiaMono;2.16;39.07;21.09391383;3.048984555;50.08196721;70.5853246;19.17685297;0.001190655;0.77;-30.43;-0.523017445;NAMiconiaMono;MonoforestedCoarse
NA;SL3F;Brazil;One;SL3;forested;Coarse;Miconia;Mono;MiconiaMono;2.65;43.96;19.34547142;2.962458357;1.719824167;46.88775331;10.20723386;0.000745832;1.33;-29.51;-0.609543643;NAMiconiaMono;MonoforestedCoarse
NA;SL3F;Brazil;One;SL3;forested;Coarse;Miconia;Mono;MiconiaMono;2.49;40.5;18.96807174;2.942757131;85.73770492;92.44278058;22.20111952;0.002502527;1.88;-30.03;-0.629244869;NAMiconiaMono;MonoforestedCoarse
NA;SL3F;Brazil;One;SL3;forested;Coarse;Miconia;Mono;MiconiaMono;2.29;40.36;20.55337673;3.023025245;96.16396695;97.79750489;15.42667365;0.003658766;1.58;-30.54;-0.548976755;NAMiconiaMono;MonoforestedCoarse
NA;SL3F;Brazil;One;SL3;forested;Coarse;Inga;Mono;IngaMono;1.66;45.53;31.98578913;3.465291714;-20.43655808;-8.050306136;26.78271932;0.000220712;5.68;-31.44;-0.287892286;NAIngaMono;MonoforestedCoarse
NA;SL3F;Brazil;One;SL3;forested;Coarse;Inga;Mono;IngaMono;1.59;44.8;32.85855018;3.492211991;-19.30788554;-9.958331829;21.49129879;0.000189049;5.85;-32.58;-0.260972009;NAIngaMono;MonoforestedCoarse
NA;SL3F;Brazil;One;SL3;forested;Coarse;Inga;Mono;IngaMono;1.68;46.82;32.50046952;3.481254536;-26.27367877;-15.11000286;18.87836417;0.000187465;5.49;-31.81;-0.271929464;NAIngaMono;MonoforestedCoarse
NA;SL3F;Brazil;One;SL3;forested;Coarse;Inga;Mono;IngaMono;1.61;43.89;31.79122131;3.459190192;-18.67029358;-5.818067402;21.96537309;0.000205844;5.79;-31.74;-0.293993808;NAIngaMono;MonoforestedCoarse
NA;SL3F;Brazil;One;SL3;forested;Coarse;Inga;Mix;IngaMix;1.52;43.21;33.15188184;3.501099482;-14.69863665;-6.653972993;15.03821886;0.000183759;5.9;-30.85;-0.252084518;NAIngaMix;MixforestedCoarse
NA;SL3F;Brazil;One;SL3;forested;Coarse;Miconia;Mix;MiconiaMix;1.95;41.22;24.65135997;3.20483207;17.01739383;42.85511218;17.47872273;0.000616483;0.49;-30.35;-0.36716993;NAMiconiaMix;MixforestedCoarse
NA;SL3F;Brazil;One;SL3;forested;Coarse;Inga;Mix;IngaMix;1.44;43.74;35.42287398;3.567357769;-7.539736929;-6.847252812;12.81656855;0.000193522;5.71;-30.45;-0.185826231;NAIngaMix;MixforestedCoarse
NA;SL3F;Brazil;One;SL3;forested;Coarse;Miconia;Mix;MiconiaMix;2.54;41.52;19.06299508;2.947749025;77.64538734;88.09559439;27.03829568;0.002098573;1.43;-29.82;-0.624252975;NAMiconiaMix;MixforestedCoarse
NA;SL3F;Brazil;One;SL3;forested;Coarse;Inga;Mix;IngaMix;1.52;42.48;32.59180608;3.484060909;-14.64544416;-4.803509364;18.24021845;0.000184196;5.2;-32.61;-0.269123091;NAIngaMix;MixforestedCoarse
NA;SL3F;Brazil;One;SL3;forested;Coarse;Miconia;Mix;MiconiaMix;2.66;44.94;19.70239124;2.980740011;54.95268197;75.20653023;32.14358372;0.001483029;0.73;-30.96;-0.591261989;NAMiconiaMix;MixforestedCoarse
NA;SL3F;Brazil;One;SL3;forested;Coarse;Inga;Mix;IngaMix;1.68;45.18;31.36205068;3.445598585;-25.40229719;-10.31143675;21.23754656;0.000193977;5.92;-31.99;-0.307585415;NAIngaMix;MixforestedCoarse
NA;SL3F;Brazil;One;SL3;forested;Coarse;Miconia;Mix;MiconiaMix;1.97;39.79;23.55457217;3.159319949;64.48197388;76.62920567;33.36941303;0.001424139;0.67;-28.71;-0.412682051;NAMiconiaMix;MixforestedCoarse
NA;AC6F;Brazil;Two;AC6;forested;Coarse;Miconia;Mono;MiconiaMono;2.12;43.94;24.17083753;3.185146846;37.61501431;57.87681421;41.21495682;0.001409466;0.67;-29.93;-0.386855154;NAMiconiaMono;MonoforestedCoarse
NA;AC6F;Brazil;Two;AC6;forested;Coarse;Miconia;Mono;MiconiaMono;1.93;45.58;27.54130529;3.315686888;53.76126845;64.42541343;29.50608288;0.001692362;1.03;-29.54;-0.256315112;NAMiconiaMono;MonoforestedCoarse
NA;AC6F;Brazil;Two;AC6;forested;Coarse;Miconia;Mono;MiconiaMono;1.71;43.56;29.70703228;3.391383795;88.06508295;90.09560154;23.21433627;0.003389266;-0.01;-29.94;-0.180618205;NAMiconiaMono;MonoforestedCoarse
NA;AC6F;Brazil;Two;AC6;forested;Coarse;Miconia;Mono;MiconiaMono;2.03;46.81;26.89119554;3.29179893;46.39612044;59.73239831;39.06123575;0.001558506;0.86;-29.39;-0.28020307;NAMiconiaMono;MonoforestedCoarse
NA;AC6F;Brazil;Two;AC6;forested;Coarse;Inga;Mono;IngaMono;1.62;47.39;34.11451502;3.529722954;-26.2437272;-20.79796171;18.65091583;0.000224549;5.48;-31.08;-0.223461046;NAIngaMono;MonoforestedCoarse
NA;AC6F;Brazil;Two;AC6;forested;Coarse;Inga;Mono;IngaMono;1.52;42.71;32.76826831;3.489460617;-19.86006894;-10.16372455;25.0903962;0.000208278;4.78;-31.7;-0.263723383;NAIngaMono;MonoforestedCoarse
NA;AC6F;Brazil;Two;AC6;forested;Coarse;Inga;Mono;IngaMono;1.55;45.56;34.27831968;3.534513075;-20.4041239;-15.76345586;27.27406845;0.000228938;5.47;-31.14;-0.218670925;NAIngaMono;MonoforestedCoarse
NA;AC6F;Brazil;Two;AC6;forested;Coarse;Inga;Mono;IngaMono;1.51;44.62;34.46038507;3.539810406;-15.94692532;-12.07015153;18.78498203;0.000244865;4.54;-31.38;-0.213373594;NAIngaMono;MonoforestedCoarse
NA;AC6F;Brazil;Two;AC6;forested;Coarse;Inga;Mix;IngaMix;1.54;44.77;33.90266834;3.523493723;-14.8512738;-9.21449798;18.21258494;0.000284996;4.62;-32.22;-0.229690277;NAIngaMix;MixforestedCoarse
NA;AC6F;Brazil;Two;AC6;forested;Coarse;Miconia;Mix;MiconiaMix;1.36;42.84;36.73483227;3.603725413;28.52846263;26.65667142;25.27544365;0.000611585;1.3;-29.85;0.031723413;NAMiconiaMix;MixforestedCoarse
NA;AC6F;Brazil;Two;AC6;forested;Coarse;Inga;Mix;IngaMix;1.4;42.95;35.77689447;3.577302279;-8.590957272;-8.969986754;35.48918572;0.000230978;4.9;-31.84;-0.175881721;NAIngaMix;MixforestedCoarse
NA;AC6F;Brazil;Two;AC6;forested;Coarse;Miconia;Mix;MiconiaMix;1.79;43.7;28.4705537;3.34887035;51.97476442;61.80426707;55.04187845;0.001536594;2.35;-30.15;-0.22313165;NAMiconiaMix;MixforestedCoarse
NA;AC6F;Brazil;Two;AC6;forested;Coarse;Inga;Mix;IngaMix;1.55;45.51;34.24070081;3.533415019;-16.24715596;-11.64404878;24.68563798;0.00027728;5.35;-31.22;-0.219768981;NAIngaMix;MixforestedCoarse
NA;AC6F;Brazil;Two;AC6;forested;Coarse;Miconia;Mix;MiconiaMix;1.95;43.72;26.14646914;3.263714158;65.59748935;74.87230696;43.77876802;0.002113378;-0.06;-29.81;-0.308287842;NAMiconiaMix;MixforestedCoarse
NA;AC6F;Brazil;Two;AC6;forested;Coarse;Inga;Mix;IngaMix;1.54;45.79;34.67507668;3.546021178;-20.36167674;-17.06208521;22.61944639;0.000220517;5.12;-31.44;-0.207162822;NAIngaMix;MixforestedCoarse
NA;AC6F;Brazil;Two;AC6;forested;Coarse;Miconia;Mix;MiconiaMix;1.94;43.7;26.26922223;3.268397996;74.11213115;81.00265346;41.65001543;0.002497543;2.59;-30.81;-0.303604004;NAMiconiaMix;MixforestedCoarse
NA;AC7A;Brazil;Two;AC7;non-forested;Coarse;Miconia;Mono;MiconiaMono;2.54;59.74;27.42830746;3.311575599;-47.67096019;-13.14712898;36.58939782;0.000343777;0.66;-30.5;-0.260426401;NAMiconiaMono;Mononon-forestedCoarse
NA;AC7A;Brazil;Two;AC7;non-forested;Coarse;Miconia;Mono;MiconiaMono;1.77;42.68;28.12021597;3.336488747;2.93669584;23.752931;9.964975204;0.000402263;1.86;-28.71;-0.235513253;NAMiconiaMono;Mononon-forestedCoarse
NA;AC7A;Brazil;Two;AC7;non-forested;Coarse;Miconia;Mono;MiconiaMono;1.63;39.92;28.56080445;3.352035304;4.934817326;24.15248554;12.33888373;0.000340614;1.73;-30.53;-0.219966696;NAMiconiaMono;Mononon-forestedCoarse
NA;AC7A;Brazil;Two;AC7;non-forested;Coarse;Miconia;Mono;MiconiaMono;1.52;38.22;29.32341875;3.378386471;46.94041114;56.536178;37.42633374;0.00085431;2.45;-29.13;-0.193615529;NAMiconiaMono;Mononon-forestedCoarse
NA;AC7A;Brazil;Two;AC7;non-forested;Coarse;Inga;Mono;IngaMono;1.59;44.27;32.4698218;3.480311098;-19.28008417;-8.632165905;22.56714469;0.000201416;5.52;-31.54;-0.272872902;NAIngaMono;Mononon-forestedCoarse
NA;AC7A;Brazil;Two;AC7;non-forested;Coarse;Inga;Mono;IngaMono;1.68;45.47;31.56335645;3.451996842;-27.31619584;-12.71388781;13.50753942;0.000191268;5.5;-31.66;-0.301187158;NAIngaMono;Mononon-forestedCoarse
NA;AC7A;Brazil;Two;AC7;non-forested;Coarse;Inga;Mono;IngaMono;1.56;41.85;31.28515935;3.443143843;-23.79958779;-8.634599255;11.95639349;0.000145133;5.22;-31.73;-0.310040157;NAIngaMono;Mononon-forestedCoarse
NA;AC7A;Brazil;Two;AC7;non-forested;Coarse;Inga;Mono;IngaMono;1.56;43.52;32.53357551;3.482272649;-22.31301879;-11.61307604;10.3781268;0.000157223;4.68;-31.74;-0.270911351;NAIngaMono;Mononon-forestedCoarse
NA;AC7A;Brazil;Two;AC7;non-forested;Coarse;Inga;Mix;IngaMix;1.6;46.63;33.98700851;3.525978349;-16.11719444;-10.69297783;21.11064041;0.000234587;5.88;-31.14;-0.227205651;NAIngaMix;Mixnon-forestedCoarse
NA;AC7A;Brazil;Two;AC7;non-forested;Coarse;Miconia;Mix;MiconiaMix;1.71;43.01;29.33194349;3.378677144;10.2495002;26.45940386;35.59569097;0.000446143;2.92;-29.53;-0.193324856;NAMiconiaMix;Mixnon-forestedCoarse
NA;AC7A;Brazil;Two;AC7;non-forested;Coarse;Inga;Mix;IngaMix;1.55;47.01;35.36926708;3.565843282;-18.85751732;-17.91344052;6.213077404;0.000179468;5.99;-31.16;-0.187340718;NAIngaMix;Mixnon-forestedCoarse
NA;AC7A;Brazil;Two;AC7;non-forested;Coarse;Miconia;Mix;MiconiaMix;1.76;39.31;26.0470104;3.259902998;22.63435495;43.70686117;13.21175364;0.000623598;1.12;-29.8;-0.312099002;NAMiconiaMix;Mixnon-forestedCoarse
NA;AC7A;Brazil;Two;AC7;non-forested;Coarse;Inga;Mix;IngaMix;1.41;45.51;37.6404867;3.628080245;-5.768404565;-11.66621103;17.34741955;0.000201495;5.38;-30.92;-0.125103755;NAIngaMix;Mixnon-forestedCoarse
NA;AC7A;Brazil;Two;AC7;non-forested;Coarse;Miconia;Mix;MiconiaMix;1.94;43.29;26.02276042;3.258971556;19.96174863;41.8164272;37.3542459;0.000687063;3.17;-29.2;-0.313030444;NAMiconiaMix;Mixnon-forestedCoarse
NA;AC7A;Brazil;Two;AC7;non-forested;Coarse;Inga;Mix;IngaMix;1.44;45.25;36.64574869;3.601297424;-8.062909567;-11.07360104;21.06474898;0.000201086;5.36;-31.02;-0.151886576;NAIngaMix;Mixnon-forestedCoarse
NA;AC7A;Brazil;Two;AC7;non-forested;Coarse;Miconia;Mix;MiconiaMix;1.7;39.9;27.3710515;3.30948594;12.36123661;32.99038027;27.10349627;0.000464102;3.03;-29.5;-0.26251606;NAMiconiaMix;Mixnon-forestedCoarse
NA;AC7F;Brazil;Two;AC7;forested;Coarse;Miconia;Mono;MiconiaMono;1.52;42.28;32.43836066;3.479341694;46.87366641;51.85866008;14.01484502;0.000849014;2.12;-29.42;-0.092660306;NAMiconiaMono;MonoforestedCoarse
NA;AC7F;Brazil;Two;AC7;forested;Coarse;Miconia;Mono;MiconiaMono;1.68;41.9;29.08521301;3.370229901;65.98168367;72.36022555;36.04755063;0.001392731;1.91;-28.59;-0.201772099;NAMiconiaMono;MonoforestedCoarse
NA;AC7F;Brazil;Two;AC7;forested;Coarse;Miconia;Mono;MiconiaMono;1.85;42.02;26.4881622;3.276697924;57.18869018;68.32185275;29.31532492;0.001259743;2.23;-29.98;-0.295304076;NAMiconiaMono;MonoforestedCoarse
NA;AC7F;Brazil;Two;AC7;forested;Coarse;Miconia;Mono;MiconiaMono;1.75;43.17;28.76812171;3.359267889;24.11828097;39.01850054;20.26307712;0.000634262;1.98;-30.86;-0.212734111;NAMiconiaMono;MonoforestedCoarse
NA;AC7F;Brazil;Two;AC7;forested;Coarse;Inga;Mono;IngaMono;1.57;46.89;34.829568;3.550466681;-19.55333945;-16.79396327;14.95384288;0.000185575;4.96;-31.72;-0.202717319;NAIngaMono;MonoforestedCoarse
NA;AC7F;Brazil;Two;AC7;forested;Coarse;Inga;Mono;IngaMono;1.52;45.7;35.06227725;3.55712583;-11.65075847;-9.802541842;26.71224231;0.000221455;5.92;-31.4;-0.19605817;NAIngaMono;MonoforestedCoarse
NA;AC7F;Brazil;Two;AC7;forested;Coarse;Inga;Mono;IngaMono;1.61;47.15;34.15256515;3.530837697;-23.04765545;-17.87108144;26.29887442;0.000181939;5.16;-31.59;-0.222346303;NAIngaMono;MonoforestedCoarse
NA;AC7F;Brazil;Two;AC7;forested;Coarse;Inga;Mono;IngaMono;1.6;46.69;34.03074045;3.527264247;-19.28772959;-13.86172734;36.31674147;0.000206644;5.64;-31.64;-0.225919753;NAIngaMono;MonoforestedCoarse
TI2F286;TI2F;Switzerland;South;TI2;forested;Coarse;Alder;Mix;AlderMix;2.74;47.28;20.12307809;3.00186732;20.98789209;39.60066877;73.43649294;0.004489378;-1.74;-28.96;-0.27001868;TI2F286AlderMix;MixforestedCoarse
TI2F286;TI2F;Switzerland;South;TI2;forested;Coarse;Ash;Mix;AshMix;2.71;47.27;20.34153953;3.012665077;37.17335393;59.36935425;133.9237229;0.009429911;-1.55;-30.48;-0.460765923;TI2F286AshMix;MixforestedCoarse
NA;SL4A;Brazil;One;SL4;non-forested;Coarse;Miconia;Mono;MiconiaMono;1.89;38.83;23.95924309;3.176354182;-3.933401639;30.43710206;10.20150148;0.000360938;1.06;-29.48;-0.395647818;NAMiconiaMono;Mononon-forestedCoarse
NA;SL4A;Brazil;One;SL4;non-forested;Coarse;Miconia;Mono;MiconiaMono;1.7;42.93;29.44960503;3.382680499;0.515968911;18.15686064;10.64377554;0.000304697;1.8;-29.25;-0.189321501;NAMiconiaMono;Mononon-forestedCoarse
NA;SL4A;Brazil;One;SL4;non-forested;Coarse;Miconia;Mono;MiconiaMono;1.81;40.22;25.91379381;3.254775406;-11.84498217;19.03507197;16.17977254;0.000255488;1.07;-29.7;-0.317226594;NAMiconiaMono;Mononon-forestedCoarse
NA;SL4A;Brazil;One;SL4;non-forested;Coarse;Miconia;Mono;MiconiaMono;1.69;39.74;27.42260232;3.311367576;-18.47308661;9.24348733;10.07606343;0.000141395;2.25;-28.61;-0.260634424;NAMiconiaMono;Mononon-forestedCoarse
NA;SL4A;Brazil;One;SL4;non-forested;Coarse;Inga;Mono;IngaMono;1.57;44.51;33.06172044;3.498376131;-23.59665858;-14.61534756;12.81906773;0.000138395;5.53;-31.85;-0.254807869;NAIngaMono;Mononon-forestedCoarse
NA;SL4A;Brazil;One;SL4;non-forested;Coarse;Inga;Mono;IngaMono;1.8;48.99;31.73967254;3.457567398;-42.5284767;-26.88628491;12.89868733;0.000133143;5.69;-32.25;-0.295616602;NAIngaMono;Mononon-forestedCoarse
NA;SL4A;Brazil;One;SL4;non-forested;Coarse;Inga;Mono;IngaMono;1.45;42.57;34.23758752;3.533324091;-15.2453808;-10.6718779;11.45545944;0.000129757;5.12;-31.91;-0.219859909;NAIngaMono;Mononon-forestedCoarse
NA;SL4A;Brazil;One;SL4;non-forested;Coarse;Inga;Mono;IngaMono;1.73;45.85;30.90727699;3.430991658;-39.4206339;-20.86439817;14.52616687;0.000117211;6.12;-32.1;-0.322192342;NAIngaMono;Mononon-forestedCoarse
NA;SL4A;Brazil;One;SL4;non-forested;Coarse;Inga;Mix;IngaMix;1.67;44.78;31.27052161;3.442675852;-31.81596983;-15.61488496;20.87041418;0.000136012;6.28;-31.79;-0.310508148;NAIngaMix;Mixnon-forestedCoarse
NA;SL4A;Brazil;One;SL4;non-forested;Coarse;Miconia;Mix;MiconiaMix;2.04;42.77;24.44987203;3.196624982;16.64262295;43.06621441;27.68998447;0.000629496;1.67;-29.38;-0.375377018;NAMiconiaMix;Mixnon-forestedCoarse
NA;SL4A;Brazil;One;SL4;non-forested;Coarse;Inga;Mix;IngaMix;1.48;43.61;34.36306382;3.536982261;-16.9053444;-12.67740616;10.41765856;0.000135343;5.24;-31.51;-0.216201739;NAIngaMix;Mixnon-forestedCoarse
NA;SL4A;Brazil;One;SL4;non-forested;Coarse;Miconia;Mix;MiconiaMix;2.08;44.18;24.77022115;3.209642172;-4.280810029;27.84212904;18.92400921;0.000444542;1.48;-30.25;-0.362359828;NAMiconiaMix;Mixnon-forestedCoarse
NA;SL4A;Brazil;One;SL4;non-forested;Coarse;Inga;Mix;IngaMix;1.52;45.07;34.5789242;3.543244369;-17.08249628;-13.55703578;37.88525227;0.000158089;5.35;-31.3;-0.209939631;NAIngaMix;Mixnon-forestedCoarse
NA;SL4A;Brazil;One;SL4;non-forested;Coarse;Miconia;Mix;MiconiaMix;2;47.11;27.46949125;3.31307598;-18.79738223;8.83945403;22.51769648;0.00029122;1.14;-30.64;-0.25892602;NAMiconiaMix;Mixnon-forestedCoarse
NA;SL4A;Brazil;One;SL4;non-forested;Coarse;Inga;Mix;IngaMix;1.55;43.99;33.09708698;3.499445272;-24.65803202;-15.72325325;12.82307731;0.000119069;4.33;-31.71;-0.253738728;NAIngaMix;Mixnon-forestedCoarse
NA;SL4A;Brazil;One;SL4;non-forested;Coarse;Miconia;Mix;MiconiaMix;1.74;43.23;28.97366902;3.366387453;-4.717942072;15.24330291;19.52448841;0.000279362;1.89;-29.77;-0.205614547;NAMiconiaMix;Mixnon-forestedCoarse
NA;SL4F;Brazil;One;SL4;forested;Coarse;Miconia;Mono;MiconiaMono;2.19;44.79;23.85088262;3.171821224;10.45206947;40.33640206;15.62647154;0.000676368;2.06;-29.11;-0.400180776;NAMiconiaMono;MonoforestedCoarse
NA;SL4F;Brazil;One;SL4;forested;Coarse;Miconia;Mono;MiconiaMono;1.79;41.06;26.75059348;3.286556659;30.44822951;48.02541361;11.59735789;0.000725986;2.77;-28.66;-0.285445341;NAMiconiaMono;MonoforestedCoarse
NA;SL4F;Brazil;One;SL4;forested;Coarse;Miconia;Mono;MiconiaMono;1.97;46.39;27.46158842;3.312788243;-13.29385491;13.08766082;6.454983728;0.000344646;1;-29.93;-0.259213757;NAMiconiaMono;MonoforestedCoarse
NA;SL4F;Brazil;One;SL4;forested;Coarse;Miconia;Mono;MiconiaMono;1.8;44.27;28.68167592;3.356258449;30.33728291;44.18455848;12.95015606;0.000729854;2.97;-29.05;-0.215743551;NAMiconiaMono;MonoforestedCoarse
NA;SL4F;Brazil;One;SL4;forested;Coarse;Inga;Mono;IngaMono;1.5;40.67;31.61916674;3.453763479;-21.75061223;-7.977227273;15.8282001;0.000119123;5.7;-32.11;-0.299420521;NAIngaMono;MonoforestedCoarse
NA;SL4F;Brazil;One;SL4;forested;Coarse;Inga;Mono;IngaMono;1.85;51.15;32.24344352;3.473314721;-45.99691162;-32.03701045;23.05022726;0.000146461;6.04;-31.91;-0.279869279;NAIngaMono;MonoforestedCoarse
