Sample_ID;Site;Country;Region;Stream;Vegetation;Mesh;LeafLeafLeaf;MonoMix;LeafLeaf;EA_N_Percent_corr;EA_C_Percent_corr;molar_CN;log_molar_CN;N_Loss;C_Loss;Fungal_Biom_Leaf_mgg_noRR_1;k_corr1;Delta15_N_Air;Delta13_C_VPDB;Delta_logCN_abs;ID;Group
TG3A100;TG3A;Switzerland;North;TG3;non-forested;Fine;Alder;Mono;AlderMono;2.92;46.19;18.44729183;2.914917576;8.128550186;35.61906828;32.6715401;0.002747924;-0.98;-29.68;-0.356968424;TG3A100AlderMono;Mononon-forestedFine
TG3A101;TG3A;Switzerland;North;TG3;non-forested;Fine;Ash;Mono;AshMono;2.81;45.73;18.97852206;2.943307922;5.040824661;42.70386154;57.12592323;0.004406757;-0.37;-30.58;-0.530123078;TG3A101AshMono;Mononon-forestedFine
TG3A102;TG3A;Switzerland;North;TG3;non-forested;Fine;Ash;Mono;AshMono;2.8;46.12;19.20873543;2.955365146;7.645959504;43.59979206;73.85779456;0.004577654;-0.19;-30.18;-0.518065854;TG3A102AshMono;Mononon-forestedFine
TG3A103;TG3A;Switzerland;North;TG3;non-forested;Fine;Ash;Mono;AshMono;2.94;45.28;17.96083798;2.88819372;12.99260271;50.31688667;89.31246589;0.005341689;0.34;-30.39;-0.58523728;TG3A103AshMono;Mononon-forestedFine
TG3A104;TG3A;Switzerland;North;TG3;non-forested;Fine;Ash;Mono;AshMono;2.75;45.7;19.37987688;2.964235254;13.44850348;46.67245081;60.41278956;0.004907937;-0.37;-30.55;-0.509195746;TG3A104AshMono;Mononon-forestedFine
TG3A105;TG3A;Switzerland;North;TG3;non-forested;Fine;Alder;Mix;AlderMix;2.71;44.54;19.16674784;2.953176894;12.15794404;36.04198295;53.94512648;0.002538042;-0.95;-29.84;-0.318709106;TG3A105AlderMix;Mixnon-forestedFine
TG3A105;TG3A;Switzerland;North;TG3;non-forested;Fine;Ash;Mix;AshMix;2.86;45.86;18.69973813;2.92850952;6.664030877;44.51052757;82.94741081;0.004652532;-0.14;-30.63;-0.54492148;TG3A105AshMix;Mixnon-forestedFine
TG3A106;TG3A;Switzerland;North;TG3;non-forested;Fine;Alder;Mix;AlderMix;2.91;45.61;18.27824906;2.905711777;2.03901487;31.9807555;32.66280544;0.002271509;-1.05;-30.03;-0.366174223;TG3A106AlderMix;Mixnon-forestedFine
TG3A106;TG3A;Switzerland;North;TG3;non-forested;Fine;Ash;Mix;AshMix;2.6;45.06;20.21088574;3.006221357;14.81251339;45.26221977;79.4714768;0.004624633;-0.04;-30.49;-0.467209643;TG3A106AshMix;Mixnon-forestedFine
TG3A107;TG3A;Switzerland;North;TG3;non-forested;Fine;Alder;Mix;AlderMix;2.73;45.5;19.43641919;2.967148584;9.669418545;33.30471509;30.38472602;0.002393004;-0.72;-30.06;-0.304737416;TG3A107AlderMix;Mixnon-forestedFine
TG3A107;TG3A;Switzerland;North;TG3;non-forested;Fine;Ash;Mix;AshMix;2.74;44.96;19.13565125;2.951553153;14.5717512;48.02783832;67.14496879;0.004974314;-0.26;-30.46;-0.521877847;TG3A107AshMix;Mixnon-forestedFine
TG3A108;TG3A;Switzerland;North;TG3;non-forested;Fine;Alder;Mix;AlderMix;3.07;47.06;17.87644079;2.883483689;10.71421195;39.36722291;37.08502811;0.003302081;-1;-29.67;-0.388402311;TG3A108AlderMix;Mixnon-forestedFine
TG3A108;TG3A;Switzerland;North;TG3;non-forested;Fine;Ash;Mix;AshMix;2.53;44.87;20.68250109;3.029287985;21.30047185;48.2510891;62.94155344;0.004990528;-0.14;-30.52;-0.444143015;TG3A108AshMix;Mixnon-forestedFine
TG3A109;TG3A;Switzerland;North;TG3;non-forested;Coarse;Alder;Mono;AlderMono;2.69;43.87;19.01878907;2.945427389;16.25998004;39.49935689;53.13612292;0.002822836;-0.71;-29.71;-0.326458611;TG3A109AlderMono;Mononon-forestedCoarse
TG1A10;TG1A;Switzerland;North;TG1;non-forested;Fine;Alder;Mix;AlderMix;3;47.82;18.58899132;2.922569541;5.519246912;33.28196604;83.91908575;0.003304815;-0.38;-29.38;-0.349316459;TG1A10AlderMix;Mixnon-forestedFine
TG1A10;TG1A;Switzerland;North;TG1;non-forested;Fine;Ash;Mix;AshMix;2.85;45.45;18.59758426;2.923031694;15.97829556;50.32086195;74.30370572;0.006472885;0.4;-30.66;-0.550399306;TG1A10AshMix;Mixnon-forestedFine
TG3A110;TG3A;Switzerland;North;TG3;non-forested;Coarse;Alder;Mono;AlderMono;3.03;44.37;17.07710732;2.837738813;8.486115242;40.63296375;47.96713463;0.003035979;-0.66;-30.3;-0.434147187;TG3A110AlderMono;Mononon-forestedCoarse
TG3A111;TG3A;Switzerland;North;TG3;non-forested;Coarse;Alder;Mono;AlderMono;2.65;41.69;18.34651282;2.909439519;25.39712324;48.00600687;28.9205078;0.003531414;-0.78;-29.8;-0.362446481;TG3A111AlderMono;Mononon-forestedCoarse
TG3A112;TG3A;Switzerland;North;TG3;non-forested;Coarse;Alder;Mono;AlderMono;2.88;45.4;18.38361315;2.911459678;18.31871922;42.95764058;43.84376003;0.003479163;0.95;-29.54;-0.360426322;TG3A112AlderMono;Mononon-forestedCoarse
TG3A113;TG3A;Switzerland;North;TG3;non-forested;Coarse;Ash;Mono;AshMono;2.55;40.35;18.45316505;2.915235903;31.68736243;59.92274667;87.70847833;0.006043403;-0.04;-30.38;-0.558195097;TG3A113AshMono;Mononon-forestedCoarse
TG3A114;TG3A;Switzerland;North;TG3;non-forested;Coarse;Ash;Mono;AshMono;2.22;42.52;22.33612281;3.106205225;33.84431521;53.02130073;62.36594651;0.005292927;0.03;-30.21;-0.367225775;TG3A114AshMono;Mononon-forestedCoarse
TG3A115;TG3A;Switzerland;North;TG3;non-forested;Coarse;Ash;Mono;AshMono;2.66;43.33;18.99654234;2.94425698;24.32239371;54.29455135;85.45781768;0.005619518;0.06;-30.29;-0.52917402;TG3A115AshMono;Mononon-forestedCoarse
TG3A116;TG3A;Switzerland;North;TG3;non-forested;Coarse;Ash;Mono;AshMono;2.64;44.1;19.48059287;2.969418733;16.68859413;48.40202437;68.95007527;0.004889137;0.14;-30.15;-0.504012267;TG3A116AshMono;Mononon-forestedCoarse
TG3A117;TG3A;Switzerland;North;TG3;non-forested;Coarse;Alder;Mix;AlderMix;2.76;46.42;19.61388215;2.976237589;18.40557621;39.20496531;73.10824916;0.00318676;1.02;-30.13;-0.295648411;TG3A117AlderMix;Mixnon-forestedCoarse
TG3A117;TG3A;Switzerland;North;TG3;non-forested;Coarse;Ash;Mix;AshMix;2.67;43.33;18.92539424;2.940504631;18.11998276;50.73381988;88.41141584;0.005090881;0.23;-30.18;-0.532926369;TG3A117AshMix;Mixnon-forestedCoarse
TG3A118;TG3A;Switzerland;North;TG3;non-forested;Coarse;Alder;Mix;AlderMix;2.9;42.6;17.13085774;2.840881384;15.64342873;45.10382349;NA;0.003300832;-0.54;-29.88;-0.431004616;TG3A118AlderMix;Mixnon-forestedCoarse
TG3A118;TG3A;Switzerland;North;TG3;non-forested;Coarse;Ash;Mix;AshMix;2.06;37.47;21.21211535;3.054572497;46.19365604;63.7136326;86.42652576;0.006221794;0.76;-29.9;-0.418858503;TG3A118AshMix;Mixnon-forestedCoarse
TG1A11;TG1A;Switzerland;North;TG1;non-forested;Fine;Alder;Mix;AlderMix;2.88;43.45;17.59400862;2.867558425;11.20021243;40.64998998;97.94954842;0.003484843;0.07;-29.28;-0.404327575;TG1A11AlderMix;Mixnon-forestedFine
TG1A11;TG1A;Switzerland;North;TG1;non-forested;Fine;Ash;Mix;AshMix;2.66;45.14;19.79007434;2.985180516;12.05331482;44.66588983;108.6647416;0.005498841;0.85;-30.32;-0.488250484;TG1A11AshMix;Mixnon-forestedFine
TG3A120;TG3A;Switzerland;North;TG3;non-forested;Coarse;Alder;Mix;AlderMix;2.93;45.08;17.94253469;2.887174134;-4.04854104;29.08079498;45.16187074;0.001894947;-0.87;-29.57;-0.384711866;TG3A120AlderMix;Mixnon-forestedCoarse
TG3A120;TG3A;Switzerland;North;TG3;non-forested;Coarse;Ash;Mix;AshMix;2.28;42.63;21.80459343;3.082120655;24.67288737;47.78138561;84.36032118;0.004565994;0.24;-30.35;-0.391310345;TG3A120AshMix;Mixnon-forestedCoarse
TG3F121;TG3F;Switzerland;North;TG3;forested;Fine;Alder;Mono;AlderMono;2.8;45.96;19.14209627;2.951889903;8.240148699;33.27535583;31.15923142;0.002897749;-1.13;-29.73;-0.319996097;TG3F121AlderMono;MonoforestedFine
TG3F122;TG3F;Switzerland;North;TG3;forested;Fine;Alder;Mono;AlderMono;2.72;45.85;19.65793721;2.978481186;12.18766927;34.4251181;24.75543239;0.003022096;-0.89;-29.82;-0.293404814;TG3F122AlderMono;MonoforestedFine
TG3F123;TG3F;Switzerland;North;TG3;forested;Fine;Alder;Mono;AlderMono;2.6;44.26;19.85205954;2.988307757;12.01361831;33.64630737;24.77061962;0.002631262;-1.31;-29.61;-0.283578243;TG3F123AlderMono;MonoforestedFine
TG3F124;TG3F;Switzerland;North;TG3;forested;Fine;Alder;Mono;AlderMono;2.86;44.88;18.30013622;2.906908504;7.594888476;35.76164852;44.81356928;0.003015535;-0.92;-29.64;-0.364977496;TG3F124AlderMono;MonoforestedFine
TG3F125;TG3F;Switzerland;North;TG3;forested;Fine;Ash;Mono;AshMono;2.56;44.6;20.31713194;3.011464468;13.2956039;43.99464578;44.94912028;0.005170725;-0.36;-30.39;-0.461966532;TG3F125AshMono;MonoforestedFine
TG3F126;TG3F;Switzerland;North;TG3;forested;Fine;Ash;Mono;AshMono;2.7;45.24;19.5400801;2.972467746;5.254061365;41.14098743;61.38907412;0.004876567;-0.83;-30.56;-0.500963254;TG3F126AshMono;MonoforestedFine
TG3F127;TG3F;Switzerland;North;TG3;forested;Fine;Ash;Mono;AshMono;2.72;46.47;19.92375882;2.99191293;8.37892808;41.96464114;69.49040088;0.005216097;-0.23;-30.37;-0.48151807;TG3F127AshMono;MonoforestedFine
TG3F128;TG3F;Switzerland;North;TG3;forested;Fine;Ash;Mono;AshMono;2.6;45.4;20.36338688;3.013738527;6.727079802;39.61464608;51.81943011;0.004693424;-0.64;-30.5;-0.459692473;TG3F128AshMono;MonoforestedFine
TG3F129;TG3F;Switzerland;North;TG3;forested;Fine;Alder;Mix;AlderMix;2.8;45.52;18.95883861;2.94227024;6.408533763;32.5950098;20.06070494;0.002733748;-1.11;-29.85;-0.32961576;TG3F129AlderMix;MixforestedFine
TG3F129;TG3F;Switzerland;North;TG3;forested;Fine;Ash;Mix;AshMix;2.64;44.78;19.7809739;2.984720561;10.72240647;43.85434211;66.14683673;0.005183385;-0.19;NA;-0.488710439;TG3F129AshMix;MixforestedFine
TG1A12;TG1A;Switzerland;North;TG1;non-forested;Fine;Alder;Mix;AlderMix;2.9;44.7;17.97533665;2.889000632;8.456686953;37.49025491;45.22679598;0.003285125;-0.34;-28.8;-0.382885368;TG1A12AlderMix;Mixnon-forestedFine
TG1A12;TG1A;Switzerland;North;TG1;non-forested;Fine;Ash;Mix;AshMix;2.75;44.9;19.04062302;2.94657475;8.379815842;44.53764008;84.1038529;0.005433881;0.63;-30.38;-0.52685625;TG1A12AshMix;Mixnon-forestedFine
TG3F130;TG3F;Switzerland;North;TG3;forested;Fine;Alder;Mix;AlderMix;2.86;46.74;19.05856433;2.947516572;10.03389021;34.86518361;29.80531655;0.003237496;-1.02;-29.8;-0.324369428;TG3F130AlderMix;MixforestedFine
TG3F130;TG3F;Switzerland;North;TG3;forested;Fine;Ash;Mix;AshMix;2.64;46.14;20.38173594;3.014639203;13.77983147;44.13033491;69.87700153;0.005472535;-0.48;-30.28;-0.458791797;TG3F130AshMix;MixforestedFine
TG3F131;TG3F;Switzerland;North;TG3;forested;Fine;Alder;Mix;AlderMix;2.67;45.12;19.70721874;2.980985002;9.093644893;31.94443382;75.8358466;0.002580805;-1.08;-29.99;-0.290900998;TG3F131AlderMix;MixforestedFine
TG3F131;TG3F;Switzerland;North;TG3;forested;Fine;Ash;Mix;AshMix;2.35;44.99;22.32624254;3.105762782;13.86297334;38.8591398;49.57046055;0.004514973;-0.08;-29.78;-0.367668218;TG3F131AshMix;MixforestedFine
TG3F132;TG3F;Switzerland;North;TG3;forested;Fine;Alder;Mix;AlderMix;2.59;46.29;20.84274543;3.037005947;15.77705285;33.31480466;36.9140787;0.002962023;-1.06;-29.82;-0.234880053;TG3F132AlderMix;MixforestedFine
TG3F132;TG3F;Switzerland;North;TG3;forested;Fine;Ash;Mix;AshMix;2.64;45.36;20.03718124;2.99758961;18.49234495;48.07684721;77.64153973;0.005938933;-0.46;-30.58;-0.47584139;TG3F132AshMix;MixforestedFine
TG3F133;TG3F;Switzerland;North;TG3;forested;Coarse;Alder;Mono;AlderMono;2.92;45.82;18.2995218;2.906874928;21.25769517;45.26162093;48.71785878;0.004515484;-0.89;-30.4;-0.365011072;TG3F133AlderMono;MonoforestedCoarse
TG3F134;TG3F;Switzerland;North;TG3;forested;Coarse;Alder;Mono;AlderMono;2.89;45.22;18.24736767;2.904020832;12.07227865;39.05050515;45.50016717;0.003514253;-1.09;-30.3;-0.367865168;TG3F134AlderMono;MonoforestedCoarse
TG3F135;TG3F;Switzerland;North;TG3;forested;Coarse;Alder;Mono;AlderMono;2.83;46.04;18.97214289;2.94297174;10.48993215;35.48921265;34.40495293;0.003192165;-1.07;-29.85;-0.32891426;TG3F135AlderMono;MonoforestedCoarse
TG3F136;TG3F;Switzerland;North;TG3;forested;Coarse;Alder;Mono;AlderMono;3.06;46.8;17.83577291;2.881206154;2.905527235;34.21444983;46.23441163;0.003165653;-1.16;-29.6;-0.390679846;TG3F136AlderMono;MonoforestedCoarse
TG3F137;TG3F;Switzerland;North;TG3;forested;Coarse;Ash;Mono;AshMono;2.72;44.77;19.1948931;2.954644259;11.7229136;46.12841935;73.28091526;0.005524616;-0.22;-30.26;-0.518786741;TG3F137AshMono;MonoforestedCoarse
TG3F138;TG3F;Switzerland;North;TG3;forested;Coarse;Ash;Mono;AshMono;2.46;43.72;20.72585969;3.031382181;20.25243063;47.45201848;74.23333063;0.005534107;-0.32;-30.52;-0.442048819;TG3F138AshMono;MonoforestedCoarse
TG3F139;TG3F;Switzerland;North;TG3;forested;Coarse;Ash;Mono;AshMono;2.55;43.42;19.8571605;2.988564673;27.3249847;54.1194825;80.82301882;0.006602875;-0.23;-30.42;-0.484866327;TG3F139AshMono;MonoforestedCoarse
TG1A13;TG1A;Switzerland;North;TG1;non-forested;Coarse;Alder;Mono;AlderMono;3.01;45.08;17.46565669;2.860236478;18.01451258;45.60412446;116.8383102;0.004538267;-0.22;-29.37;-0.411649522;TG1A13AlderMono;Mononon-forestedCoarse
TG3F140;TG3F;Switzerland;North;TG3;forested;Coarse;Ash;Mono;AshMono;2.49;43.68;20.45741663;3.018345488;23.016222;49.93017883;75.46079016;0.005927366;-0.46;-30.21;-0.455085512;TG3F140AshMono;MonoforestedCoarse
TG3F141;TG3F;Switzerland;North;TG3;forested;Coarse;Alder;Mix;AlderMix;2.91;46.51;18.63892488;2.925252129;9.028828922;35.58771399;54.29584907;0.003289124;0.27;-29.83;-0.346633871;TG3F141AlderMix;MixforestedCoarse
TG3F141;TG3F;Switzerland;North;TG3;forested;Coarse;Ash;Mix;AshMix;2.27;43.44;22.31677665;3.105338712;30.22544215;50.49437021;62.65933762;0.00597568;-0.13;-29.98;-0.368092288;TG3F141AshMix;MixforestedCoarse
TG3F142;TG3F;Switzerland;North;TG3;forested;Coarse;Alder;Mix;AlderMix;2.73;45.94;19.62437577;2.976772455;14.02300186;35.90528831;52.11746379;0.003227815;-0.83;-30.15;-0.295113545;TG3F142AlderMix;MixforestedCoarse
TG3F142;TG3F;Switzerland;North;TG3;forested;Coarse;Ash;Mix;AshMix;2.31;42.67;21.54161057;3.06998644;31.72827986;53.24317149;104.8468712;0.0063013;-0.57;-29.99;-0.40344456;TG3F142AshMix;MixforestedCoarse
TG3F144;TG3F;Switzerland;North;TG3;forested;Coarse;Alder;Mix;AlderMix;2.69;46.7;20.24566787;3.007940838;9.601593625;30.47564769;42.53366331;0.002689224;-1.23;-29.59;-0.263945162;TG3F144AlderMix;MixforestedCoarse
TG3F144;TG3F;Switzerland;North;TG3;forested;Coarse;Ash;Mix;AshMix;2.6;43.46;19.49323334;2.970067397;25.74398437;53.98053624;60.81319866;0.006585424;-0.47;-30.33;-0.503363603;TG3F144AshMix;MixforestedCoarse
TG4A145;TG4A;Switzerland;North;TG4;non-forested;Fine;Alder;Mono;AlderMono;2.39;46.15;22.51859613;3.114341462;19.18304258;30.86660618;34.74605109;0.003216709;-1.4;-28.87;-0.157544538;TG4A145AlderMono;Mononon-forestedFine
TG4A146;TG4A;Switzerland;North;TG4;non-forested;Fine;Alder;Mono;AlderMono;2.67;45.72;19.96928282;2.994195234;10.81892844;32.3482207;49.40877674;0.003341207;-1.07;-29.33;-0.277690766;TG4A146AlderMono;Mononon-forestedFine
TG4A147;TG4A;Switzerland;North;TG4;non-forested;Fine;Alder;Mono;AlderMono;2.97;47.46;18.63540313;2.925063166;6.825976762;34.04044608;55.54838368;0.003975518;-1.07;-29.56;-0.346822834;TG4A147AlderMono;Mononon-forestedFine
TG4A148;TG4A;Switzerland;North;TG4;non-forested;Fine;Alder;Mono;AlderMono;2.63;46.68;20.6986779;3.030069829;19.34503717;36.58123639;46.55835366;0.004205332;-1.24;-29.1;-0.241816171;TG4A148AlderMono;Mononon-forestedFine
TG4A149;TG4A;Switzerland;North;TG4;non-forested;Fine;Ash;Mono;AshMono;2.52;44.65;20.66276469;3.028333273;9.78493979;40.73565307;71.41093346;0.005744723;-0.77;-30.35;-0.445097727;TG4A149AshMono;Mononon-forestedFine
TG1A14;TG1A;Switzerland;North;TG1;non-forested;Coarse;Alder;Mono;AlderMono;2.91;43.92;17.60098002;2.867954583;26.901437;51.12466371;141.7759004;0.005225982;0.13;-29.21;-0.403931417;TG1A14AlderMono;Mononon-forestedCoarse
TG4A150;TG4A;Switzerland;North;TG4;non-forested;Fine;Ash;Mono;AshMono;2.32;44.7;22.46917081;3.112144183;13.69539806;38.34801993;60.57458375;0.005356363;-0.69;-30.23;-0.361286817;TG4A150AshMono;Mononon-forestedFine
TG4A151;TG4A;Switzerland;North;TG4;non-forested;Fine;Ash;Mono;AshMono;2.49;44.28;20.73842511;3.031988265;10.62894232;41.0751209;67.57339734;0.005718649;-0.66;-30.3;-0.441442735;TG4A151AshMono;Mononon-forestedFine
TG4A152;TG4A;Switzerland;North;TG4;non-forested;Fine;Ash;Mono;AshMono;2.59;45.84;20.64012639;3.027237064;12.06072613;42.293962;NA;0.006280528;-0.65;-30.36;-0.446193936;TG4A152AshMono;Mononon-forestedFine
TG4A153;TG4A;Switzerland;North;TG4;non-forested;Fine;Alder;Mix;AlderMix;2.08;44.55;24.97766755;3.217982128;29.18618713;32.80856303;NA;0.003147971;-1.35;-28.84;-0.053903872;TG4A153AlderMix;Mixnon-forestedFine
TG4A153;TG4A;Switzerland;North;TG4;non-forested;Fine;Ash;Mix;AshMix;2.7;44.71;19.31116227;2.960683285;4.787161619;41.54388415;65.91024507;0.005897266;-0.41;-30.33;-0.512747715;TG4A153AshMix;Mixnon-forestedFine
TG4A154;TG4A;Switzerland;North;TG4;non-forested;Fine;Alder;Mix;AlderMix;2.56;46.2;21.04599766;3.046710407;12.67254893;30.18248757;48.44243207;0.003128022;-1.01;-29.25;-0.225175593;TG4A154AlderMix;Mixnon-forestedFine
TG4A154;TG4A;Switzerland;North;TG4;non-forested;Fine;Ash;Mix;AshMix;2.64;44.93;19.84723442;2.988064673;4.126295606;39.50415642;83.68799076;0.005599862;-0.56;-30.65;-0.485366327;TG4A154AshMix;Mixnon-forestedFine
TG4A155;TG4A;Switzerland;North;TG4;non-forested;Fine;Alder;Mix;AlderMix;2.53;46.75;21.54907345;3.07033282;15.91747212;31.16989522;75.10780914;0.003391914;-0.79;-28.25;-0.20155318;TG4A155AlderMix;Mixnon-forestedFine
TG4A155;TG4A;Switzerland;North;TG4;non-forested;Fine;Ash;Mix;AshMix;2.61;44.63;19.94131928;2.992793925;20.4237863;49.54976565;85.09039539;0.007369602;0.06;-30.02;-0.480637075;TG4A155AshMix;Mixnon-forestedFine
NA;AC7F;Brazil;Two;AC7;forested;Coarse;Inga;Mix;IngaMix;1.47;43.97;34.88242253;3.55198305;-14.22517757;-11.75811724;11.8071344;0.000165432;4.84;-31.46;-0.20120095;NAIngaMix;MixforestedCoarse
NA;AC7F;Brazil;Two;AC7;forested;Coarse;Miconia;Mix;MiconiaMix;1.89;43.44;26.80374761;3.288541714;8.729014418;31.65957256;16.00600354;0.000526988;1.31;-29.17;-0.283460286;NAMiconiaMix;MixforestedCoarse
NA;AC7F;Brazil;Two;AC7;forested;Coarse;Inga;Mix;IngaMix;1.64;47.51;33.78381497;3.519981841;-24.8274218;-18.28489454;21.36738341;0.000186024;6.06;-32.15;-0.233202159;NAIngaMix;MixforestedCoarse
NA;AC7F;Brazil;Two;AC7;forested;Coarse;Miconia;Mix;MiconiaMix;1.63;41.93;29.99886098;3.401159414;75.88050043;79.78738569;32.61651552;0.001705165;0.97;-29.11;-0.170842586;NAMiconiaMix;MixforestedCoarse
NA;AC7F;Brazil;Two;AC7;forested;Coarse;Inga;Mix;IngaMix;1.65;44.41;31.38805005;3.446427249;-21.72564439;-7.165998611;31.50690796;0.000217143;6.62;-32.43;-0.306756751;NAIngaMix;MixforestedCoarse
NA;AC7F;Brazil;Two;AC7;forested;Coarse;Miconia;Mix;MiconiaMix;1.57;39.28;29.17691258;3.373377732;61.78578569;68.85318095;54.99004698;0.001209426;3.04;-30.59;-0.198624268;NAMiconiaMix;MixforestedCoarse
NA;AC7F;Brazil;Two;AC7;forested;Coarse;Inga;Mix;IngaMix;1.58;44.75;33.0296111;3.497404465;-18.473484;-9.757755376;25.13114637;0.000200937;6.4;-31.95;-0.255779535;NAIngaMix;MixforestedCoarse
NA;AC7F;Brazil;Two;AC7;forested;Coarse;Miconia;Mix;MiconiaMix;1.83;50.24;32.0159246;3.466233423;40.90588235;47.14820624;38.61066014;0.000927851;2.87;-28.88;-0.105768577;NAMiconiaMix;MixforestedCoarse
NA;AC8A;Brazil;Two;AC8;non-forested;Coarse;Miconia;Mono;MiconiaMono;1.5;43.24;33.61723064;3.515038752;25.57180721;30.10456078;21.04879999;0.000569287;1.74;-29.91;-0.056963248;NAMiconiaMono;Mononon-forestedCoarse
NA;AC8A;Brazil;Two;AC8;non-forested;Coarse;Miconia;Mono;MiconiaMono;1.43;41.51;33.85198996;3.521997785;21.98556593;26.22510562;16.98207554;0.000461713;0.94;-29.11;-0.050004215;NAMiconiaMono;Mononon-forestedCoarse
NA;AC8A;Brazil;Two;AC8;non-forested;Coarse;Miconia;Mono;MiconiaMono;1.55;43.32;32.59299404;3.484097359;50.115551;54.5808641;23.68880719;0.001060278;2.31;-29.58;-0.087904641;NAMiconiaMono;Mononon-forestedCoarse
NA;AC8A;Brazil;Two;AC8;non-forested;Coarse;Miconia;Mono;MiconiaMono;1.29;35.67;32.24637547;3.473405648;35.1391491;41.57308187;17.46078731;0.000554279;2.14;-29.67;-0.098596352;NAMiconiaMono;Mononon-forestedCoarse
NA;AC8A;Brazil;Two;AC8;non-forested;Coarse;Inga;Mono;IngaMono;1.52;47.2;36.21311786;3.589421425;-21.43199518;-23.34161919;16.37529618;0.000156908;6.06;-31.19;-0.163762575;NAIngaMono;Mononon-forestedCoarse
NA;AC8A;Brazil;Two;AC8;non-forested;Coarse;Inga;Mono;IngaMono;1.45;44.86;36.07935579;3.58572084;-15.70201835;-17.08743874;38.69744076;0.000158257;6.52;-30.99;-0.16746316;NAIngaMono;Mononon-forestedCoarse
NA;AC8A;Brazil;Two;AC8;non-forested;Coarse;Inga;Mono;IngaMono;1.48;45.52;35.86807304;3.579847569;-16.79484058;-17.50119954;21.44382242;0.000170821;6.5;-31.5;-0.173336431;NAIngaMono;Mononon-forestedCoarse
NA;AC8A;Brazil;Two;AC8;non-forested;Coarse;Inga;Mono;IngaMono;1.69;47.25;32.60488072;3.484461992;-33.86445635;-22.42172391;25.8082668;0.000166599;6.16;-31.51;-0.268722008;NAIngaMono;Mononon-forestedCoarse
NA;AC8A;Brazil;Two;AC8;non-forested;Coarse;Inga;Mix;IngaMix;1.45;47.12;37.8969961;3.63487185;-15.25846505;-22.51470401;20.84530766;0.000162613;6.37;-31.38;-0.11831215;NAIngaMix;Mixnon-forestedCoarse
NA;AC8A;Brazil;Two;AC8;non-forested;Coarse;Miconia;Mix;MiconiaMix;1.28;45.23;41.20824563;3.718638373;42.31976856;33.60115109;41.15914716;0.000678523;2.41;-30.19;0.146636373;NAMiconiaMix;Mixnon-forestedCoarse
NA;AC8A;Brazil;Two;AC8;non-forested;Coarse;Inga;Mix;IngaMix;1.51;46.43;35.85826264;3.579574019;-20.82716316;-21.52466132;20.801214;0.000155085;5.02;-31.37;-0.173609981;NAIngaMix;Mixnon-forestedCoarse
NA;AC8A;Brazil;Two;AC8;non-forested;Coarse;Miconia;Mix;MiconiaMix;1.73;43.45;29.28944788;3.377227311;10.5504918;26.81222017;35.67111823;0.000522579;2.46;-29.69;-0.194774689;NAMiconiaMix;Mixnon-forestedCoarse
NA;AC8A;Brazil;Two;AC8;non-forested;Coarse;Inga;Mix;IngaMix;1.55;45.12;33.94727357;3.524808544;-21.83808773;-16.01083985;18.33430807;0.000175288;6.21;-31.75;-0.228375456;NAIngaMix;Mixnon-forestedCoarse
NA;AC8A;Brazil;Two;AC8;non-forested;Coarse;Miconia;Mix;MiconiaMix;1.36;42.79;36.69195782;3.602557598;21.67200156;19.7144577;34.14666631;0.000400241;2.67;-30.29;0.030555598;NAMiconiaMix;Mixnon-forestedCoarse
NA;AC8A;Brazil;Two;AC8;non-forested;Coarse;Inga;Mix;IngaMix;1.55;49.55;37.28030597;3.618465197;-21.83072495;-27.39338958;14.26160697;0.000175357;5.76;-31.59;-0.134718803;NAIngaMix;Mixnon-forestedCoarse
NA;AC8A;Brazil;Two;AC8;non-forested;Coarse;Miconia;Mix;MiconiaMix;1.72;41.03;27.81893998;3.325717083;27.58160799;43.72197013;22.55434633;0.000755553;1.76;-29.9;-0.246284917;NAMiconiaMix;Mixnon-forestedCoarse
NA;AC8F;Brazil;Two;AC8;forested;Coarse;Miconia;Mono;MiconiaMono;1.36;41.76;35.80874407;3.578192111;NA;NA;NA;NA;2.1;-29.51;0.006190111;NAMiconiaMono;MonoforestedCoarse
NA;AC8F;Brazil;Two;AC8;forested;Coarse;Miconia;Mono;MiconiaMono;1.72;43.98;29.81908312;3.395148562;13.93845954;28.31094893;43.81472977;0.000573065;1.46;-29.87;-0.176853438;NAMiconiaMono;MonoforestedCoarse
NA;AC8F;Brazil;Two;AC8;forested;Coarse;Miconia;Mono;MiconiaMono;1.56;42.51;31.77854538;3.458791389;25.83351839;34.15980298;27.80569186;0.000632408;2.16;-29.06;-0.113210611;NAMiconiaMono;MonoforestedCoarse
NA;AC8F;Brazil;Two;AC8;forested;Coarse;Miconia;Mono;MiconiaMono;1.74;43.72;29.30207749;3.377658417;12.28402133;28.1996508;28.15265778;0.00056438;1.72;-30.08;-0.194343583;NAMiconiaMono;MonoforestedCoarse
NA;AC8F;Brazil;Two;AC8;forested;Coarse;Inga;Mono;IngaMono;1.5;43.67;33.95153705;3.524934127;-16.89831346;-11.32130333;23.65285294;0.000189427;6.16;-32.09;-0.228249873;NAIngaMono;MonoforestedCoarse
